"busco_id"	"Balaena_mysticetus"	"Balaenoptera_acutorostrata"	"Balaenoptera_borealis"	"Balaenoptera_brydei"	"Balaenoptera_omurai"	"Balaenoptera_physalus"	"Cephalorhynchus_hectori"	"Delphinapterus_leucas"	"Delphinus_capensis"	"Delphinus_delphis"	"Eschrichtius_robustus"	"Eubalaena_australis"	"Eubalaena_glacialis"	"Feresa_attenuata"	"Globicephala_macrorhynchus"	"Globicephala_melas"	"Grampus_griseus"	"Kogia_breviceps"	"Kogia_sima"	"Lagenorhynchus_acutus"	"Lagenorhynchus_albirostris"	"Lagenorhynchus_obliquidens"	"Lipotes_vexillifer"	"Megaptera_novaeangliae"	"Mesoplodon_bidens"	"Mesoplodon_densirostris"	"Monodon_monoceros"	"Neophocaena_asiaeorientalis"	"Neophocaena_phocaenoides"	"Orcinus_orca"	"Phocoena_phocoena"	"Phocoenoides_dalli"	"Physeter_catodon"	"Pseudorca_crassidens"	"Sousa_chinensis"	"Stenella_attenuata"	"Stenella_coeruleoalba"	"Steno_bredanensis"	"Tursiops_aduncus"	"Tursiops_truncatus"	"Ziphius_cavirostris"
"EOG090205DH"	NA	"XM_007172983.2"	NA	NA	NA	NA	NA	"XM_022561537.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027082369.1"	"XM_007471871.1"	NA	NA	NA	"XM_029207879.1"	"XM_024754236.1"	NA	"XM_004282258.1"	NA	NA	"XM_024131309.1"	NA	NA	NA	NA	NA	NA	"XM_019941927.1"	NA
"EOG090205DI"	NA	"XM_007190920.1"	NA	NA	NA	NA	NA	"XM_022557459.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027085529.1"	"XM_007468744.1"	NA	NA	NA	"XM_029223722.1"	"XM_024759108.1"	NA	"XM_004263784.1"	NA	NA	"XM_028494407.1"	NA	NA	NA	NA	NA	NA	"XM_019951640.1"	NA
"EOG090205DJ"	NA	"XM_007173450.1"	NA	NA	NA	NA	NA	"XM_022558456.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027084504.1"	"XM_007461101.1"	NA	NA	NA	"XM_029217330.1"	"XM_024767387.1"	NA	"XM_004277708.1"	NA	NA	"XM_007101431.3"	NA	NA	NA	NA	NA	NA	"XM_019951225.1"	NA
"EOG090205DO"	NA	"XM_028169108.1"	NA	NA	NA	NA	NA	"XM_022564637.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027093912.1"	"XM_007463716.1"	NA	NA	NA	"XM_029243483.1"	"XM_024740671.1"	NA	"XM_004274795.1"	NA	NA	"XM_007121785.3"	NA	NA	NA	NA	NA	NA	"XM_019944648.1"	NA
"EOG090205DS"	NA	"XM_007166388.1"	NA	NA	NA	NA	NA	"XM_022595619.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027130926.1"	"XM_007457794.1"	NA	NA	NA	"XM_029213155.1"	"XM_024748419.1"	NA	"XM_004266895.2"	NA	NA	"XM_007100636.3"	NA	NA	NA	NA	NA	NA	"XM_004310609.2"	NA
"EOG090205DT"	NA	"XM_007191844.2"	NA	NA	NA	NA	NA	"XM_022591711.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027100408.1"	"XM_007449899.1"	NA	NA	NA	"XM_029215576.1"	"XM_024739714.1"	NA	"XM_004281326.1"	NA	NA	"XM_007106966.1"	NA	NA	NA	NA	NA	NA	"XM_004316784.2"	NA
"EOG090205DV"	NA	"XM_007165731.1"	NA	NA	NA	NA	NA	"XM_022600034.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027107440.1"	"XM_007462870.1"	NA	NA	NA	"XM_029205164.1"	"XM_024732160.1"	NA	"XM_004269417.1"	NA	NA	"XM_028490546.1"	NA	NA	NA	NA	NA	NA	"XM_019918452.1"	NA
"EOG090205DX"	NA	"XM_007187530.1"	NA	NA	NA	NA	NA	"XM_022569334.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027113100.1"	"XM_007471568.1"	NA	NA	NA	"XM_029245783.1"	"XM_024739537.1"	NA	"XM_004279407.2"	NA	NA	"XM_007119818.3"	NA	NA	NA	NA	NA	NA	"XM_004313198.2"	NA
"EOG090205DZ"	NA	"XM_007198520.1"	NA	NA	NA	NA	NA	"XM_022571034.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027122666.1"	"XM_007466555.1"	NA	NA	NA	"XM_029226271.1"	"XM_024759931.1"	NA	"XM_012535668.1"	NA	NA	"XM_024131423.2"	NA	NA	NA	NA	NA	NA	"XM_004321216.2"	NA
"EOG090205E3"	NA	"XM_007171083.2"	NA	NA	NA	NA	NA	"XM_022591237.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027090896.1"	"XM_007450418.1"	NA	NA	NA	"XM_029209219.1"	"XM_024749342.1"	NA	"XM_004278024.2"	NA	NA	"XM_028487393.1"	NA	NA	NA	NA	NA	NA	NA	NA
"EOG090205E4"	NA	"XM_007164548.2"	NA	NA	NA	NA	NA	"XM_022575582.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027108690.1"	"XM_007450380.1"	NA	NA	NA	"XM_029228777.1"	"XM_024746129.1"	NA	"XM_012539065.1"	NA	NA	"XM_028489427.1"	NA	NA	NA	NA	NA	NA	"XM_019937887.1"	NA
"EOG090205E5"	NA	"XM_007196604.1"	NA	NA	NA	NA	NA	"XM_022559071.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027082147.1"	"XM_007456307.1"	NA	NA	NA	"XM_029207238.1"	"XM_024751708.1"	NA	"XM_004273332.2"	NA	NA	"XM_007124167.2"	NA	NA	NA	NA	NA	NA	"XM_004315743.2"	NA
"EOG090205E8"	NA	"XM_007185242.2"	NA	NA	NA	NA	NA	"XM_022597365.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027086871.1"	"XM_007449462.1"	NA	NA	NA	"XM_029220182.1"	"XM_024750436.1"	NA	"XM_004282315.1"	NA	NA	"XM_024128417.2"	NA	NA	NA	NA	NA	NA	"XM_019943684.1"	NA
"EOG090205EB"	NA	"XM_007190716.2"	NA	NA	NA	NA	NA	"XM_022554637.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027088333.1"	"XM_007452594.1"	NA	NA	NA	"XM_029223310.1"	"XM_024740939.1"	NA	"XM_004264709.2"	NA	NA	"XM_007118165.3"	NA	NA	NA	NA	NA	NA	"XM_004315401.2"	NA
"EOG090205EC"	NA	"XM_007175735.2"	NA	NA	NA	NA	NA	"XM_022577827.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027129381.1"	"XM_007446292.1"	NA	NA	NA	"XM_029205366.1"	"XM_024733218.1"	NA	"XM_012533425.1"	NA	NA	"XM_024129329.2"	NA	NA	NA	NA	NA	NA	"XM_019936160.1"	NA
"EOG090205EI"	NA	"XM_007192919.1"	NA	NA	NA	NA	NA	"XM_022570482.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027111358.1"	"XM_007447953.1"	NA	NA	NA	"XM_029239202.1"	"XM_024731456.1"	NA	"XM_004279312.2"	NA	NA	"XM_007119407.3"	NA	NA	NA	NA	NA	NA	"XM_019923599.1"	NA
"EOG090205EK"	NA	"XM_007183837.1"	NA	NA	NA	NA	NA	"XM_022595686.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027130535.1"	"XM_007452457.1"	NA	NA	NA	"XM_029212293.1"	"XM_024737318.1"	NA	"XM_004267095.1"	NA	NA	"XM_024127668.1"	NA	NA	NA	NA	NA	NA	"XM_019926965.1"	NA
"EOG090205EL"	NA	"XM_007196869.2"	NA	NA	NA	NA	NA	"XM_022559352.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027083246.1"	"XM_007458746.1"	NA	NA	NA	"XM_029224137.1"	"XM_024747860.1"	NA	"XM_004263710.1"	NA	NA	"XM_024122668.2"	NA	NA	NA	NA	NA	NA	"XM_019951717.1"	NA
"EOG090205EO"	NA	"XM_007191597.1"	NA	NA	NA	NA	NA	"XM_022551148.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027088564.1"	"XM_007456553.1"	NA	NA	NA	"XM_029220606.1"	"XM_024758951.1"	NA	"XM_004275921.2"	NA	NA	"XM_007121845.3"	NA	NA	NA	NA	NA	NA	"XM_019920801.1"	NA
"EOG090205ER"	NA	"XM_028164477.1"	NA	NA	NA	NA	NA	"XM_022586682.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027128382.1"	"XM_007446414.1"	NA	NA	NA	"XM_029242440.1"	"XM_024763691.1"	NA	"XM_012534386.1"	NA	NA	"XM_028479167.1"	NA	NA	NA	NA	NA	NA	"XM_019944833.1"	NA
"EOG090205F1"	NA	"XM_007182138.2"	NA	NA	NA	NA	NA	"XM_022583885.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027091203.1"	"XM_007459363.1"	NA	NA	NA	"XM_029228408.1"	"XM_024732703.1"	NA	"XM_004285797.1"	NA	NA	"XM_007130786.3"	NA	NA	NA	NA	NA	NA	"XM_019919933.1"	NA
"EOG090205F2"	NA	"XM_007195261.2"	NA	NA	NA	NA	NA	"XM_022570269.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027109573.1"	"XM_007451384.1"	NA	NA	NA	"XM_029215464.1"	"XM_024768872.1"	NA	"XM_004278458.1"	NA	NA	"XM_007117530.3"	NA	NA	NA	NA	NA	NA	"XM_019946282.1"	NA
"EOG090205F4"	NA	"XM_028167048.1"	NA	NA	NA	NA	NA	"XM_022566546.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027111683.1"	"XM_007459691.1"	NA	NA	NA	"XM_029238809.1"	"XM_024737816.1"	NA	"XM_004262196.2"	NA	NA	"XM_028496119.1"	NA	NA	NA	NA	NA	NA	"XM_019921792.1"	NA
"EOG090205F5"	NA	"XM_007190437.1"	NA	NA	NA	NA	NA	"XM_022567180.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027126728.1"	"XM_007461224.1"	NA	NA	NA	"XM_029224449.1"	"XM_024766478.1"	NA	"XM_004267387.1"	NA	NA	"XM_024122175.1"	NA	NA	NA	NA	NA	NA	"XM_019931577.1"	NA
"EOG090205F9"	NA	"XM_007169541.2"	NA	NA	NA	NA	NA	"XM_022584256.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027114444.1"	"XM_007449603.1"	NA	NA	NA	"XM_029228912.1"	"XM_024751251.1"	NA	"XM_004263070.2"	NA	NA	"XM_007112188.3"	NA	NA	NA	NA	NA	NA	"XM_019919758.1"	NA
"EOG090205FA"	NA	"XM_028164025.1"	NA	NA	NA	NA	NA	"XM_022596427.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027102831.1"	"XM_007464832.1"	NA	NA	NA	"XM_029235902.1"	"XM_024745167.1"	NA	"XM_004265101.1"	NA	NA	"XM_007116072.2"	NA	NA	NA	NA	NA	NA	"XM_019928078.1"	NA
"EOG090205FH"	NA	"XM_007186554.1"	NA	NA	NA	NA	NA	"XM_022588059.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027126132.1"	"XM_007468790.1"	NA	NA	NA	"XM_029221771.1"	"XM_024747224.1"	NA	"XM_004268803.1"	NA	NA	"XM_007099963.1"	NA	NA	NA	NA	NA	NA	NA	NA
"EOG090205FJ"	NA	"XM_007193458.2"	NA	NA	NA	NA	NA	"XM_022553779.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027088258.1"	"XM_007445695.1"	NA	NA	NA	"XM_029241584.1"	"XM_024754568.1"	NA	"XM_004277880.1"	NA	NA	"XM_007106776.3"	NA	NA	NA	NA	NA	NA	NA	NA
"EOG090205FK"	NA	"XM_007168591.1"	NA	NA	NA	NA	NA	"XM_022556823.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027128058.1"	"XM_007464040.1"	NA	NA	NA	"XM_029223232.1"	"XM_024742643.1"	NA	"XM_004275000.1"	NA	NA	"XM_007117377.3"	NA	NA	NA	NA	NA	NA	"XM_019925318.1"	NA
"EOG090205FM"	NA	"XM_028167936.1"	NA	NA	NA	NA	NA	"XM_022567759.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027120707.1"	"XM_007445807.1"	NA	NA	NA	"XM_029226080.1"	"XM_024763208.1"	NA	"XM_004262684.1"	NA	NA	"XM_024124769.2"	NA	NA	NA	NA	NA	NA	NA	NA
"EOG090205FN"	NA	"XM_007180899.1"	NA	NA	NA	NA	NA	"XM_022554333.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027123892.1"	"XM_007453335.1"	NA	NA	NA	"XM_029233596.1"	"XM_024760867.1"	NA	"XM_004263362.1"	NA	NA	"XM_024115955.1"	NA	NA	NA	NA	NA	NA	"XM_019940598.1"	NA
"EOG090205FQ"	NA	"XM_007172341.1"	NA	NA	NA	NA	NA	"XM_022554961.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027103738.1"	"XM_007456882.1"	NA	NA	NA	"XM_029234738.1"	"XM_024745044.1"	NA	"XM_012531370.1"	NA	NA	"XM_024119176.1"	NA	NA	NA	NA	NA	NA	"XM_019927951.1"	NA
"EOG090205FR"	NA	"XM_007177882.1"	NA	NA	NA	NA	NA	"XM_022570974.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027122644.1"	"XM_007466527.1"	NA	NA	NA	"XM_029226643.1"	"XM_024760013.1"	NA	"XM_004281727.2"	NA	NA	"XM_007116115.2"	NA	NA	NA	NA	NA	NA	"XM_019921522.1"	NA
"EOG090205FS"	NA	"XM_007184731.2"	NA	NA	NA	NA	NA	"XM_022568329.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027114372.1"	"XM_007462759.1"	NA	NA	NA	"XM_029225563.1"	"XM_024740584.1"	NA	"XM_004262590.1"	NA	NA	"XM_007125024.3"	NA	NA	NA	NA	NA	NA	"XM_019923407.1"	NA
"EOG090205FX"	NA	"XM_007176878.1"	NA	NA	NA	NA	NA	"XM_022551597.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027088972.1"	"XM_007470780.1"	NA	NA	NA	"XM_029203000.1"	"XM_024753812.1"	NA	"XM_004275092.1"	NA	NA	"XM_007100744.3"	NA	NA	NA	NA	NA	NA	"XM_004317542.2"	NA
"EOG090205FZ"	NA	"XM_007166221.1"	NA	NA	NA	NA	NA	"XM_022598258.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027110431.1"	"XM_007448953.1"	NA	NA	NA	"XM_029227786.1"	"XM_024760266.1"	NA	"XM_004272312.2"	NA	NA	"XM_028487949.1"	NA	NA	NA	NA	NA	NA	"XM_004317935.2"	NA
"EOG090205G0"	NA	"XM_007192954.1"	NA	NA	NA	NA	NA	"XM_022570433.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027111423.1"	"XM_007471515.1"	NA	NA	NA	"XM_029239086.1"	"XM_024748313.1"	NA	"XM_004262100.2"	NA	NA	"XM_007108164.3"	NA	NA	NA	NA	NA	NA	"XM_019923161.1"	NA
"EOG090205G1"	NA	"XM_007172835.1"	NA	NA	NA	NA	NA	"XM_022563204.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027115527.1"	"XM_007459823.1"	NA	NA	NA	"XM_029209263.1"	"XM_024757017.1"	NA	"XM_012536531.1"	NA	NA	"XM_007102971.2"	NA	NA	NA	NA	NA	NA	"XM_019947928.1"	NA
"EOG090205G3"	NA	"XM_007174064.2"	NA	NA	NA	NA	NA	"XM_022571145.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027122770.1"	"XM_007447619.1"	NA	NA	NA	"XM_029226399.1"	"XM_024764992.1"	NA	"XM_004277139.1"	NA	NA	"XM_007119027.2"	NA	NA	NA	NA	NA	NA	"XM_019921444.1"	NA
"EOG090205G4"	NA	"XM_007193499.2"	NA	NA	NA	NA	NA	"XM_022584321.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027102309.1"	"XM_007466093.1"	NA	NA	NA	"XM_029233214.1"	"XM_024755008.1"	NA	"XM_004265677.1"	NA	NA	"XM_024130372.1"	NA	NA	NA	NA	NA	NA	"XM_019931248.1"	NA
"EOG090205G5"	NA	"XM_007175541.1"	NA	NA	NA	NA	NA	"XM_022561295.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027131638.1"	"XM_007453429.1"	NA	NA	NA	"XM_029232346.1"	"XM_024756425.1"	NA	"XM_004277128.2"	NA	NA	"XM_024133475.1"	NA	NA	NA	NA	NA	NA	"XM_004331939.2"	NA
"EOG090205G6"	NA	"XM_007171611.2"	NA	NA	NA	NA	NA	"XM_022568403.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027120573.1"	"XM_007472105.1"	NA	NA	NA	"XM_029213721.1"	"XM_024752075.1"	NA	"XM_004278790.1"	NA	NA	"XM_024124257.2"	NA	NA	NA	NA	NA	NA	"XM_019922176.1"	NA
"EOG090205G7"	NA	"XM_007174230.2"	NA	NA	NA	NA	NA	"XM_022562681.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027095720.1"	"XM_007466330.1"	NA	NA	NA	"XM_029241251.1"	"XM_024744131.1"	NA	"XM_004269660.1"	NA	NA	"XM_007121895.3"	NA	NA	NA	NA	NA	NA	"XM_019925611.1"	NA
"EOG090205G8"	NA	"XM_007180224.2"	NA	NA	NA	NA	NA	"XM_022565109.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027099042.1"	"XM_007455091.1"	NA	NA	NA	"XM_029212566.1"	"XM_024761146.1"	NA	"XM_004286006.1"	NA	NA	"XM_007127961.2"	NA	NA	NA	NA	NA	NA	"XM_019939463.1"	NA
"EOG090205GA"	NA	"XM_007179591.2"	NA	NA	NA	"DQ403141.1"	NA	"XM_022571846.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027106657.1"	"XM_007467723.1"	NA	NA	NA	"XM_029205341.1"	"XM_024736614.1"	NA	"XM_004274150.2"	NA	NA	"XM_007129365.3"	NA	NA	NA	NA	NA	NA	"XM_019918319.1"	NA
"EOG090205GB"	NA	"XM_007195973.1"	NA	NA	NA	NA	NA	"XM_022552790.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027090280.1"	"XM_007467181.1"	NA	NA	NA	"XM_029223938.1"	"XM_024760428.1"	NA	"XM_004264805.2"	NA	NA	"XM_007115363.2"	NA	NA	NA	NA	NA	NA	"XM_019929448.1"	NA
"EOG090205GD"	NA	"XM_007197753.2"	NA	NA	NA	NA	NA	"XM_022579965.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027123539.1"	"XM_007461671.1"	NA	NA	NA	"XM_029237293.1"	"XM_024761698.1"	NA	"XM_004276272.2"	NA	NA	"XM_007122105.3"	NA	NA	NA	NA	NA	NA	"XM_019949359.1"	NA
"EOG090205GH"	NA	"XM_007193339.1"	NA	NA	NA	NA	NA	"XM_022592781.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027078664.1"	"XM_007446884.1"	NA	NA	NA	"XM_029221231.1"	"XM_024743019.1"	NA	"XM_004272678.2"	NA	NA	"XM_007124240.3"	NA	NA	NA	NA	NA	NA	"XM_019950609.1"	NA
"EOG090205GI"	NA	"XM_007179363.2"	NA	NA	NA	NA	NA	"XM_022572158.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027106280.1"	"XM_007452310.1"	NA	NA	NA	"XM_029205464.1"	"XM_024736849.1"	NA	"XM_004274321.1"	NA	NA	"XM_028491338.1"	NA	NA	NA	NA	NA	NA	"XM_004332506.2"	NA
"EOG090205GN"	NA	"XM_007170404.1"	NA	NA	NA	NA	NA	"XM_022557598.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027085686.1"	"XM_007455524.1"	NA	NA	NA	"XM_029218453.1"	"XM_024761879.1"	NA	"XM_004281277.2"	NA	NA	"XM_024116103.2"	NA	NA	NA	NA	NA	NA	"XM_019929435.1"	NA
"EOG090205GQ"	NA	"XM_028165999.1"	NA	NA	NA	NA	NA	"XM_022563749.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027091513.1"	"XM_007450897.1"	NA	NA	NA	"XM_029239898.1"	"XM_024769347.1"	NA	"XM_004281944.1"	NA	NA	"XM_028482855.1"	NA	NA	NA	NA	NA	NA	"XM_019943423.1"	NA
"EOG090205GS"	NA	"XM_007169178.2"	NA	NA	NA	NA	NA	"XM_022557258.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027085503.1"	"XM_007460513.1"	NA	NA	NA	"XM_029215879.1"	"XM_024745917.1"	NA	"XM_004277207.2"	NA	NA	"XM_024134458.2"	NA	NA	NA	NA	NA	NA	NA	NA
"EOG090205GZ"	NA	"XM_007181861.2"	NA	NA	NA	NA	NA	"XM_022562716.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027105927.1"	"XM_007450510.1"	NA	NA	NA	"XM_029214258.1"	"XM_024769344.1"	NA	"XM_004278539.2"	NA	NA	"XM_007104842.2"	NA	NA	NA	NA	NA	NA	"XM_019922775.1"	NA
"EOG090205H1"	NA	"XM_007176879.2"	NA	NA	NA	NA	NA	"XM_022551548.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027088966.1"	"XM_007470779.1"	NA	NA	NA	"XM_029202724.1"	"XM_024753766.1"	NA	"XM_004275093.1"	NA	NA	"XM_007100739.2"	NA	NA	NA	NA	NA	NA	"XM_019934108.1"	NA
"EOG090205H4"	NA	"XM_007176395.1"	NA	NA	NA	NA	NA	"XM_022557926.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027094332.1"	"XM_007465098.1"	NA	NA	NA	"XM_029212311.1"	"XM_024742986.1"	NA	"XM_004282658.2"	NA	NA	"XM_007109415.2"	NA	NA	NA	NA	NA	NA	"XM_004314346.2"	NA
"EOG090205H5"	NA	"XM_007170963.1"	NA	NA	NA	NA	NA	"XM_022591422.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027090035.1"	"XM_007461979.1"	NA	NA	NA	"XM_029208675.1"	"XM_024749122.1"	NA	"XM_012537473.1"	NA	NA	"XM_007128198.2"	NA	NA	NA	NA	NA	NA	NA	NA
"EOG090205H8"	NA	"XM_007187032.2"	NA	NA	NA	NA	NA	"XM_022587741.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027125780.1"	"XM_007448869.1"	NA	NA	NA	"XM_029219389.1"	"XM_024745499.1"	NA	"XM_012532758.1"	NA	NA	"XM_028499342.1"	NA	NA	NA	NA	NA	NA	"XM_019930670.1"	NA
"EOG090205HB"	NA	"XM_007187596.1"	NA	NA	NA	NA	NA	"XM_022593918.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027083509.1"	"XM_007455290.1"	NA	NA	NA	"XM_029208117.1"	"XM_024749657.1"	NA	"XM_004279842.1"	NA	NA	"XM_024131716.2"	NA	NA	NA	NA	NA	NA	"XM_019948722.1"	NA
"EOG090205HC"	NA	"XM_007185638.1"	NA	NA	NA	NA	NA	"XM_022589674.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027080397.1"	"XM_007454414.1"	NA	NA	NA	"XM_029212191.1"	"XM_024760602.1"	NA	"XM_004275453.1"	NA	NA	"XM_007099717.2"	NA	NA	NA	NA	NA	NA	"XM_019938583.1"	NA
"EOG090205HD"	NA	"XM_007172638.1"	NA	NA	NA	NA	NA	"XM_022596903.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027114616.1"	"XM_007452481.1"	NA	NA	NA	"XM_029214111.1"	"XM_024758137.1"	NA	"XM_004264628.2"	NA	NA	"XM_024120388.1"	NA	NA	NA	NA	NA	NA	"XM_019922083.1"	NA
"EOG090205HF"	NA	"XM_007190805.1"	NA	NA	NA	NA	NA	"XM_022555986.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027087020.1"	"XM_007447969.1"	NA	NA	NA	"XM_029224175.1"	"XM_024759141.1"	NA	"XM_004263851.1"	NA	NA	"XM_007130683.1"	NA	NA	NA	NA	NA	NA	"XM_019951825.1"	NA
"EOG090205HI"	NA	"XM_007192270.2"	NA	NA	NA	NA	NA	"XM_022599694.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027092611.1"	"XM_007466838.1"	NA	NA	NA	"XM_029216897.1"	"XM_024754615.1"	NA	"XM_004266020.1"	NA	NA	"XM_024119996.2"	NA	NA	NA	NA	NA	NA	"XM_004324430.2"	NA
"EOG090205HL"	NA	"XM_007178118.1"	NA	NA	NA	NA	NA	"XM_022578888.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027105032.1"	"XM_007451489.1"	NA	NA	NA	"XM_029204041.1"	"XM_024762402.1"	NA	"XM_004269276.2"	NA	NA	"XM_007123634.3"	NA	NA	NA	NA	NA	NA	"XM_019946434.1"	NA
"EOG090205HM"	NA	"XM_028162676.1"	NA	NA	NA	NA	NA	"XM_022572896.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027112349.1"	"XM_007446427.1"	NA	NA	NA	"XM_029214418.1"	"XM_024741885.1"	NA	"XM_004270580.2"	NA	NA	"XM_024124229.2"	NA	NA	NA	NA	NA	NA	"XM_019946136.1"	NA
"EOG090205HQ"	NA	"XM_007195808.1"	NA	NA	NA	NA	NA	"XM_022585250.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027102386.1"	"XM_007452051.1"	NA	NA	NA	"XM_029233603.1"	"XM_024755080.1"	NA	"XM_004265626.1"	NA	NA	"XM_007118313.1"	NA	NA	NA	NA	NA	NA	"XM_019926839.1"	NA
